animal_type,primary_color,sex,dob,intake_condition,intake_type,intake_date,outcome_date,outcome_type,outcome_group,age_at_intake
cat,black,Spayed,2024-04-02,injured  moderate,stray,2024-05-02,2024-06-22,adoption,Adopted,1.0273972602739727
bird,gray,Unknown,2023-07-23,injured  severe,wildlife,2024-07-23,2024-07-23,euthanasia,Not Adopted,1.7232876712328766
dog,gray,Male,2018-08-05,injured  severe,stray,2023-08-05,2023-08-05,euthanasia,Not Adopted,6.69041095890411
bird,brown,Unknown,2017-08-18,injured  moderate,wildlife,2018-08-18,2018-08-18,transfer,Not Adopted,7.654794520547945
bird,brown,Unknown,2022-10-11,injured  moderate,wildlife,2023-10-11,2023-10-11,rescue,Adopted,2.504109589041096
cat,cream tabby,Neutered,2023-01-17,normal,stray,2023-10-17,2023-11-29,adoption,Adopted,2.2356164383561645
cat,orange tabby,Neutered,2023-01-17,normal,stray,2023-10-17,2023-10-21,adoption,Adopted,2.2356164383561645
bird,black,Unknown,2022-05-02,injured  severe,wildlife,2023-05-02,2023-05-02,transfer,Not Adopted,2.947945205479452
dog,gray,Neutered,2019-10-11,normal,confiscate,2020-10-11,2020-11-04,adoption,Adopted,5.506849315068493
dog,white,Male,2018-10-11,normal,welfare seized,2020-10-11,2020-10-25,adoption,Adopted,6.506849315068493
dog,white,Male,2016-10-21,normal,owner surrender,2017-06-21,2017-06-22,transfer,Not Adopted,8.479452054794521
cat,gray tabby,Male,2018-03-29,ill mild,owner surrender,2018-06-29,2018-06-29,euthanasia,Not Adopted,7.043835616438356
bird,white,Unknown,2022-04-26,ill severe,wildlife,2023-04-26,2023-04-26,rescue,Adopted,2.9643835616438357
cat,brown  tabby,Female,2018-03-29,ill mild,owner surrender,2018-06-29,2018-06-29,euthanasia,Not Adopted,7.043835616438356
dog,brown,Female,2014-05-07,normal,owner surrender,2017-05-18,2017-05-18,rescue,Adopted,10.93972602739726
dog,white,Female,2006-09-26,normal,stray,2017-03-31,2017-03-31,return to owner,Not Adopted,18.556164383561644
bird,brown,Unknown,2018-09-27,injured  mild,wildlife,2019-09-27,2019-09-27,transfer,Not Adopted,6.545205479452055
dog,black,Neutered,2006-02-17,normal,stray,2018-08-23,2018-08-23,return to owner,Not Adopted,19.161643835616438
bird,white,Unknown,2019-09-17,ill mild,wildlife,2020-09-17,2020-09-18,died,Not Adopted,5.572602739726028
cat,brown,Male,2005-07-11,injured  severe,stray,2023-07-11,2023-07-13,return to owner,Not Adopted,19.767123287671232
amphibian,green,Unknown,2022-09-11,normal,wildlife,2023-01-11,2023-01-11,return to wild habitat,Not Adopted,2.5863013698630137
cat,calico tabby,Spayed,2020-03-19,normal,stray,2021-03-19,2021-03-27,adoption,Adopted,5.068493150684931
cat,brown  tabby,Spayed,2016-10-10,fractious,stray,2018-06-28,2018-07-06,"shelter, neuter, return",Not Adopted,8.509589041095891
cat,gray,Male,2020-08-28,normal,stray,2022-08-28,2022-10-06,adoption,Adopted,4.624657534246575
cat,orange,Unknown,2020-03-28,under age/weight,stray,2020-04-28,2020-04-28,rescue,Adopted,5.043835616438356
dog,brown,Male,2019-05-20,normal,welfare seized,2022-05-20,2022-06-17,return to owner,Not Adopted,5.901369863013699
dog,brown,Neutered,2005-10-02,aged,owner surrender,2019-11-17,2019-11-30,euthanasia,Not Adopted,19.53972602739726
cat,calico,Female,2017-07-02,injured  mild,stray,2022-07-02,2022-07-02,euthanasia,Not Adopted,7.7835616438356166
cat,black,Female,2018-04-02,normal,stray,2018-06-02,2018-06-06,transfer,Not Adopted,7.032876712328767
cat,black,Spayed,2017-01-18,feral,stray,2018-01-18,2018-01-25,"shelter, neuter, return",Not Adopted,8.235616438356164
cat,calico,Spayed,2016-07-18,normal,stray,2017-03-18,2017-04-14,adoption,Adopted,8.73972602739726
dog,brown,Male,2009-03-23,aged,stray,2024-03-23,2024-03-23,return to owner,Not Adopted,16.065753424657533
cat,black,Female,2018-04-02,normal,stray,2018-06-02,2018-06-06,transfer,Not Adopted,7.032876712328767
dog,pink,Spayed,2008-07-16,ill moderatete,stray,2022-07-16,2022-07-22,adoption,Adopted,16.75068493150685
cat,brown  tabby,Female,2019-01-17,injured  severe,stray,2019-07-17,2019-07-19,euthanasia,Not Adopted,6.238356164383561
cat,black,Neutered,2014-05-15,feral,stray,2017-05-15,2017-05-30,"shelter, neuter, return",Not Adopted,10.917808219178083
dog,brown,Female,2016-10-04,normal,stray,2023-10-04,2023-11-11,adoption,Adopted,8.526027397260274
cat,calico,Spayed,2014-05-20,feral,stray,2017-05-20,2017-06-13,"shelter, neuter, return",Not Adopted,10.904109589041095
dog,white,Female,2015-05-09,normal,stray,2018-05-09,2018-05-31,euthanasia,Not Adopted,9.934246575342465
cat,black,Male,2019-12-15,under age/weight,stray,2020-01-22,2020-01-28,rescue,Adopted,5.328767123287672
cat,gray tabby,Spayed,2013-01-12,normal,stray,2019-01-12,2019-05-14,adoption,Adopted,12.254794520547945
cat,calico,Female,2023-03-31,under age/weight,stray,2023-04-14,2023-04-15,rescue,Adopted,2.0356164383561643
cat,white,Neutered,2024-03-18,under age/weight,stray,2024-04-11,2024-04-12,rescue,Adopted,1.0684931506849316
dog,white,Female,2010-07-25,ill moderatete,stray,2019-07-25,2019-08-05,rescue,Adopted,14.726027397260275
cat,gray tabby,Unknown,2024-12-11,under age/weight,owner surrender,2024-12-13,2024-12-13,died,Not Adopted,0.33424657534246577
dog,blue merle,Male,2022-11-18,normal,stray,2024-11-18,2024-11-20,return to owner,Not Adopted,2.4
dog,brown,Female,2019-03-05,ill mild,stray,2019-06-05,2019-06-12,transfer,Not Adopted,6.109589041095891
cat,brown  tabby,Unknown,2018-09-02,under age/weight,stray,2018-10-02,2018-10-02,transfer,Not Adopted,6.6136986301369864
cat,brown  tabby,Unknown,2018-09-02,under age/weight,stray,2018-10-02,2018-10-02,transfer,Not Adopted,6.6136986301369864
cat,seal point,Female,2019-08-12,normal,stray,2020-08-12,2020-09-02,rescue,Adopted,5.671232876712328
cat,white,Neutered,2023-08-07,injured  moderate,stray,2024-08-07,2024-08-18,community cat,Not Adopted,1.6821917808219178
dog,white,Male,2017-06-26,normal,confiscate,2019-06-26,2019-07-06,return to owner,Not Adopted,7.8
dog,white,Male,2021-04-05,injured  mild,owner surrender,2022-10-05,2022-10-18,transfer,Not Adopted,4.021917808219178
dog,brown,Female,2014-04-19,normal,confiscate,2018-04-19,2018-04-20,return to owner,Not Adopted,10.98904109589041
cat,black,Spayed,2024-03-11,under age/weight,stray,2024-04-04,2024-04-13,rescue,Adopted,1.0876712328767124
cat,black,Male,2024-09-19,under age/weight,stray,2024-09-25,2024-10-01,rescue,Adopted,0.5616438356164384
cat,gray,Female,2023-04-03,injured  moderate,stray,2024-04-03,2024-04-13,rescue,Adopted,2.0273972602739727
bird,black,Unknown,2019-09-28,ill severe,wildlife,2020-09-28,2020-09-28,transfer,Not Adopted,5.542465753424658
dog,brown,Neutered,2008-01-05,normal,owner surrender,2020-01-03,2020-01-15,adoption,Adopted,17.279452054794522
dog,blue,Male,2016-12-18,injured  moderate,stray,2017-12-18,2018-01-04,adoption,Adopted,8.32054794520548
wild,gray,Unknown,2018-02-17,under age/weight,wildlife,2018-04-17,2018-04-17,died,Not Adopted,7.153424657534247
cat,white,Female,2016-09-21,ill moderatete,stray,2018-09-21,2018-09-21,died,Not Adopted,8.561643835616438
cat,black,Female,2020-04-16,under age/weight,stray,2020-04-30,2020-06-17,rescue,Adopted,4.991780821917808
dog,tan,Male,2016-07-30,normal,stray,2019-07-30,2019-09-15,transfer,Not Adopted,8.706849315068494
cat,black,Male,2022-02-19,normal,stray,2022-06-19,2022-06-21,transfer,Not Adopted,3.1452054794520548
cat,brown  tabby,Female,2022-03-26,normal,stray,2022-05-26,2022-06-29,missing,Not Adopted,3.0493150684931507
cat,black,Spayed,2020-08-20,normal,stray,2021-02-20,2021-03-03,adoption,Adopted,4.646575342465753
dog,apricot,Neutered,2006-02-10,normal,stray,2022-11-10,2022-11-11,return to owner,Not Adopted,19.18082191780822
cat,white,Neutered,2024-09-09,under age/weight,stray,2024-10-18,2024-11-21,adoption,Adopted,0.589041095890411
dog,black,Male,2021-01-30,ill mild,stray,2023-01-30,2023-03-23,adoption,Adopted,4.2
dog,white,Male,2016-11-30,ill mild,stray,2022-11-30,2022-12-02,euthanasia,Not Adopted,8.36986301369863
dog,brown,Neutered,2015-08-01,normal,quarantine,2019-02-20,2019-03-13,euthanasia,Not Adopted,9.704109589041096
dog,brown,Male,2017-11-08,normal,stray,2018-05-08,2018-05-08,return to owner,Not Adopted,7.4301369863013695
dog,white,Male,2017-07-10,injured  severe,stray,2018-01-10,2018-01-18,transfer,Not Adopted,7.761643835616439
rabbit,black,Neutered,2019-08-27,normal,stray,2022-08-27,2023-03-30,adoption,Adopted,5.63013698630137
cat,black,Neutered,2023-04-09,ill mild,stray,2023-05-27,2023-11-19,adoption,Adopted,2.010958904109589
cat,gray tabby,Male,2018-05-07,under age/weight,stray,2018-05-24,2018-06-01,euthanasia,Not Adopted,6.936986301369863
cat,brown  tabby,Female,2017-08-17,under age/weight,stray,2017-09-17,2017-09-22,died,Not Adopted,7.657534246575342
cat,brown  tabby,Male,2011-09-16,normal,stray,2017-09-16,2017-09-19,euthanasia,Not Adopted,13.580821917808219
cat,black,Female,2017-08-17,under age/weight,stray,2017-09-17,2017-10-05,died,Not Adopted,7.657534246575342
cat,calico dilute,Female,2018-05-07,under age/weight,stray,2018-05-24,2018-06-01,died,Not Adopted,6.936986301369863
cat,silver tabby,Female,2024-04-09,under age/weight,stray,2024-04-27,2024-05-02,rescue,Adopted,1.0082191780821919
cat,white,Female,2024-09-24,ill severe,stray,2024-12-24,2024-12-24,euthanasia,Not Adopted,0.547945205479452
cat,black,Neutered,2023-05-01,ill mild,stray,2023-06-25,2023-10-07,adoption,Adopted,1.9506849315068493
dog,brown,Neutered,2011-07-30,aged,stray,2018-07-30,2018-08-09,adoption,Adopted,13.712328767123287
bird,black,Female,2021-10-04,ill mild,wildlife,2023-10-04,2023-10-05,adoption,Adopted,3.5232876712328767
cat,black,Female,2021-09-01,under age/weight,stray,2021-09-23,2021-12-09,rescue,Adopted,3.6136986301369864
dog,white,Neutered,2014-06-25,normal,stray,2017-06-17,2017-06-25,return to owner,Not Adopted,10.805479452054794
dog,gray,Neutered,2016-11-28,welfare seizures,welfare seized,2020-11-28,2020-11-29,return to owner,Not Adopted,8.375342465753425
cat,brown  tabby,Male,2018-03-23,injured  severe,stray,2018-04-23,2018-04-24,rescue,Adopted,7.06027397260274
cat,brown  tabby,Male,2019-11-06,under age/weight,stray,2019-12-06,2019-12-12,rescue,Adopted,5.435616438356164
reptile,brown,Female,2021-12-17,ill mild,owner surrender,2022-09-17,2022-09-25,euthanasia,Not Adopted,3.3205479452054796
cat,brown  tabby,Spayed,2014-03-07,fractious,stray,2019-03-07,2019-03-30,"shelter, neuter, return",Not Adopted,11.106849315068493
dog,tan,Female,2014-06-28,aged,stray,2024-06-28,2024-06-29,euthanasia,Not Adopted,10.797260273972602
cat,brown  tabby,Spayed,2021-04-27,under age/weight,stray,2021-05-27,2021-07-06,foster to adopt,Adopted,3.9616438356164383
cat,gray,Neutered,2018-03-30,fractious,stray,2019-03-15,2019-03-15,return to rescue,Not Adopted,7.041095890410959
cat,calico dilute,Female,2018-06-28,under age/weight,stray,2018-07-18,2018-07-19,rescue,Adopted,6.794520547945205
cat,black,Unknown,2017-03-30,under age/weight,stray,2017-04-11,2017-04-15,rescue,Adopted,8.04109589041096
cat,black,Unknown,2018-05-08,under age/weight,stray,2018-06-08,2018-06-08,euthanasia,Not Adopted,6.934246575342466
dog,white,Male,2017-12-24,normal,stray,2018-04-24,2018-04-30,transfer,Not Adopted,7.304109589041096
cat,brown  tabby,Male,2023-01-22,i/i report,stray,2023-02-12,2023-02-14,rescue,Adopted,2.221917808219178
cat,gray,Female,2018-05-31,injured  severe,stray,2022-05-31,2022-06-05,euthanasia,Not Adopted,6.8712328767123285
cat,calico tabby,Female,2022-02-12,i/i report,stray,2023-02-12,2023-02-14,rescue,Adopted,3.164383561643836
cat,gray tabby,Female,2019-04-30,under age/weight,stray,2019-06-12,2019-07-03,rescue,Adopted,5.956164383561644
dog,black,Neutered,2019-12-14,normal,stray,2022-12-14,2022-12-21,adoption,Adopted,5.331506849315068
other,gray,Unknown,2018-03-29,injured  severe,wildlife,2019-03-29,2019-03-29,euthanasia,Not Adopted,7.043835616438356
dog,fawn,Male,2014-06-25,normal,stray,2017-06-25,2017-08-27,adoption,Adopted,10.805479452054794
other,gray,Unknown,2019-03-27,injured  severe,wildlife,2019-03-29,2019-03-29,euthanasia,Not Adopted,6.049315068493151
wild,brown,Unknown,2023-04-17,injured  severe,wildlife,2024-04-17,2024-04-17,euthanasia,Not Adopted,1.989041095890411
cat,orange tabby,Male,2017-02-01,normal,stray,2017-07-01,2017-07-09,transfer,Not Adopted,8.197260273972603
cat,orange tabby,Male,2017-02-01,normal,stray,2017-07-01,2017-07-09,transfer,Not Adopted,8.197260273972603
dog,brown,Neutered,2003-05-11,normal,owner surrender,2018-04-29,2018-07-13,adoption,Adopted,21.936986301369863
wild,gray,Unknown,2022-11-11,ill severe,wildlife,2023-11-11,2023-11-12,return to wild habitat,Not Adopted,2.419178082191781
dog,gray,Spayed,2011-05-01,normal,stray,2021-03-25,2021-03-25,return to owner,Not Adopted,13.95890410958904
dog,tan,Female,2020-03-08,normal,stray,2023-03-23,2023-03-23,return to owner,Not Adopted,5.098630136986301
dog,tan,Neutered,2010-04-25,normal,owner surrender,2021-04-21,2021-05-03,euthanasia,Not Adopted,14.975342465753425
cat,white,Unknown,2017-02-21,ill severe,stray,2018-02-21,2018-02-21,euthanasia,Not Adopted,8.142465753424657
dog,cream,Neutered,2021-12-24,normal,stray,2022-12-24,2022-12-30,adoption,Adopted,3.3013698630136985
dog,white,Spayed,2016-09-21,injured  severe,stray,2018-09-21,2019-01-04,rescue,Adopted,8.561643835616438
dog,brown,Neutered,2020-02-11,normal,stray,2021-02-12,2021-02-18,foster to adopt,Adopted,5.16986301369863
cat,cream,Male,2009-11-13,injured  severe,stray,2019-11-13,2019-11-13,euthanasia,Not Adopted,15.421917808219177
cat,black,Male,2023-10-06,under age/weight,stray,2023-11-15,2023-12-06,adoption,Adopted,1.5178082191780822
cat,orange,Unknown,2016-02-01,injured  severe,stray,2018-02-01,2018-02-01,euthanasia,Not Adopted,9.2
dog,tricolor,Neutered,2010-01-20,injured  mild,stray,2019-03-28,2019-03-28,return to owner,Not Adopted,15.235616438356164
bird,gray,Unknown,2016-04-01,ill mild,wildlife,2017-04-01,2017-04-01,euthanasia,Not Adopted,9.035616438356165
dog,gray,Female,2015-04-08,normal,owner surrender,2017-10-08,2018-01-26,euthanasia,Not Adopted,10.01917808219178
dog,tan,Male,2019-05-10,normal,stray,2020-01-10,2020-01-16,transfer,Not Adopted,5.928767123287671
bird,gray,Unknown,2022-09-09,injured  moderate,wildlife,2023-09-09,2023-09-10,rescue,Adopted,2.591780821917808
dog,black,Female,2016-02-02,normal,stray,2017-02-02,2017-02-02,missing,Not Adopted,9.197260273972603
cat,black,Spayed,2023-03-20,normal,stray,2023-04-20,2023-04-29,adoption,Adopted,2.0657534246575344
cat,black,Male,2017-05-03,under age/weight,stray,2017-06-27,2017-06-27,rescue,Adopted,7.947945205479452
cat,black,Spayed,2021-04-28,normal,stray,2022-04-28,2022-05-11,transfer,Not Adopted,3.958904109589041
cat,black,Male,2021-04-28,normal,stray,2022-04-28,2022-05-11,transfer,Not Adopted,3.958904109589041
dog,brown,Male,2013-10-10,injured  severe,stray,2017-10-10,2017-10-10,euthanasia,Not Adopted,11.512328767123288
cat,orange tabby,Unknown,2018-10-25,ill mild,stray,2018-12-25,2018-12-25,euthanasia,Not Adopted,6.468493150684932
cat,white,Spayed,2022-04-19,normal,stray,2022-05-19,2022-06-11,adoption,Adopted,2.9835616438356163
cat,gray,Female,2017-04-11,under age/weight,stray,2017-05-11,2017-05-11,euthanasia,Not Adopted,8.008219178082191
cat,tortie,Female,2018-02-13,injured  severe,stray,2018-05-13,2018-05-18,euthanasia,Not Adopted,7.164383561643835
cat,calico,Spayed,2021-02-07,normal,"trap, neuter, return",2022-02-06,2022-02-08,"trap, neuter, release",Not Adopted,4.178082191780822
cat,brown  tabby,Unknown,2020-07-29,injured  severe,stray,2024-07-29,2024-07-29,euthanasia,Not Adopted,4.706849315068493
cat,black,Spayed,2019-06-13,normal,"trap, neuter, return",2022-06-12,2022-06-14,"trap, neuter, release",Not Adopted,5.835616438356165
cat,black,Male,2020-08-09,ill severe,stray,2020-09-15,2020-09-20,rescue,Adopted,4.676712328767123
cat,tortie,Female,2023-06-12,normal,stray,2023-06-14,2023-06-16,rescue,Adopted,1.8356164383561644
cat,white,Female,2024-06-01,injured  mild,stray,2024-07-01,2024-07-02,died,Not Adopted,0.863013698630137
cat,seal,Unknown,2022-07-27,ill mild,owner surrender,2022-09-27,2022-09-27,euthanasia,Not Adopted,2.712328767123288
cat,black,Neutered,2022-08-01,under age/weight,stray,2022-09-01,2022-09-18,adoption,Adopted,2.6986301369863015
cat,seal,Unknown,2022-07-27,ill mild,owner surrender,2022-09-27,2022-10-03,euthanasia,Not Adopted,2.712328767123288
dog,black,Spayed,2020-12-23,normal,stray,2023-12-23,2024-03-24,adoption,Adopted,4.304109589041096
cat,gray,Unknown,2024-05-13,under age/weight,stray,2024-05-20,2024-05-20,transfer,Not Adopted,0.915068493150685
cat,gray,Neutered,2020-10-09,normal,owner surrender,2022-10-09,2022-11-02,rescue,Adopted,4.50958904109589
cat,white,Female,2020-10-05,normal,owner surrender,2022-10-05,2022-10-23,rescue,Adopted,4.52054794520548
cat,seal,Unknown,2022-07-27,ill mild,owner surrender,2022-09-27,2022-09-30,euthanasia,Not Adopted,2.712328767123288
cat,gray,Unknown,2022-07-27,ill mild,owner surrender,2022-09-27,2022-09-29,euthanasia,Not Adopted,2.712328767123288
cat,white,Neutered,2018-05-18,ill mild,return,2023-12-20,2024-01-10,adoption,Adopted,6.906849315068493
dog,brown,Female,2017-10-17,normal,stray,2018-02-17,2018-02-23,transfer,Not Adopted,7.49041095890411
cat,brown,Unknown,2022-08-02,normal,owner surrender,2022-10-02,2022-10-18,rescue,Adopted,2.695890410958904
cat,calico,Female,2022-08-11,injured  severe,stray,2022-09-11,2022-09-17,adoption,Adopted,2.671232876712329
dog,brown,Male,2021-05-11,normal,owner surrender,2022-01-19,2022-01-21,transfer,Not Adopted,3.9232876712328766
cat,brown  tabby,Female,2023-03-11,under age/weight,stray,2023-04-20,2023-04-21,adoption,Adopted,2.0904109589041098
cat,white,Male,2023-10-15,under age/weight,stray,2023-11-15,2023-12-21,transfer,Not Adopted,1.4931506849315068
cat,calico,Female,2023-10-15,under age/weight,stray,2023-11-15,2023-12-21,transfer,Not Adopted,1.4931506849315068
cat,gray tabby,Female,2023-06-19,ill mild,stray,2023-08-19,2023-08-23,adoption,Adopted,1.8164383561643835
dog,tan,Male,2023-04-23,normal,stray,2023-06-07,2023-06-10,adoption,Adopted,1.9726027397260273
cat,gray,Male,2022-07-03,under age/weight,stray,2022-08-03,2022-08-10,adoption,Adopted,2.778082191780822
cat,tortie,Female,2021-09-19,under age/weight,stray,2021-10-03,2021-10-15,rescue,Adopted,3.5643835616438357
cat,orange,Male,2004-09-09,ill severe,stray,2019-09-09,2019-09-10,euthanasia,Not Adopted,20.602739726027398
dog,red,Neutered,2017-09-14,injured  mild,stray,2018-09-14,2018-10-12,adoption,Adopted,7.580821917808219
cat,black tabby,Female,2017-10-05,under age/weight,stray,2017-11-05,2017-11-09,rescue,Adopted,7.523287671232877
cat,tortie,Female,2024-05-22,normal,stray,2024-08-13,2024-08-16,euthanasia,Not Adopted,0.8904109589041096
bird,brown,Unknown,2019-10-30,injured  severe,wildlife,2020-10-30,2020-10-30,transfer,Not Adopted,5.454794520547945
dog,cream,Spayed,2020-05-03,normal,stray,2024-05-03,2024-05-25,adoption,Adopted,4.945205479452055
cat,gray,Male,2021-12-26,injured  mild,stray,2022-12-26,2022-12-28,euthanasia,Not Adopted,3.2958904109589042
cat,black,Neutered,2015-06-26,fractious,owner surrender,2019-06-26,2019-08-05,transfer,Not Adopted,9.802739726027397
cat,gray,Male,2015-06-26,normal,owner surrender,2019-06-26,2019-07-14,transfer,Not Adopted,9.802739726027397
dog,blue brindle,Female,2020-04-14,normal,stray,2022-04-14,2022-04-15,return to owner,Not Adopted,4.997260273972603
